과목명,자격증,직업,학과
로봇 제작,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|항공 전기전자 정비 기능사,데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|펌웨어 개발자|항공기 정비 기술자|항공전자정비사,드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|컴퓨터전자과|항공기계과|항공전자과|항공정비과
임베디드 기초,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|항공 전기전자 정비 기능사,데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|펌웨어 개발자|항공기 정비 기술자|항공전자정비사,드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|컴퓨터전자과|항공기계과|항공전자과|항공정비과
기계 요소 설계,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|항공 전기전자 정비 기능사,데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|펌웨어 개발자|항공기 정비 기술자|항공전자정비사,드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|컴퓨터전자과|항공기계과|항공전자과|항공정비과
소형 무인기 정비,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|항공 전기전자 정비 기능사,데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|펌웨어 개발자|항공기 정비 기술자|항공전자정비사,드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|컴퓨터전자과|항공기계과|항공전자과|항공정비과
빅데이터 엑셀,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|항공 전기전자 정비 기능사,데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|펌웨어 개발자|항공기 정비 기술자|항공전자정비사,드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|컴퓨터전자과|항공기계과|항공전자과|항공정비과
항공기 전기·전자 장비 제작,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|항공 전기전자 정비 기능사,데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|펌웨어 개발자|항공기 정비 기술자|항공전자정비사,드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|컴퓨터전자과|항공기계과|항공전자과|항공정비과
스마트기기 설계·개발,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|항공 전기전자 정비 기능사,데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|펌웨어 개발자|항공기 정비 기술자|항공전자정비사,드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|컴퓨터전자과|항공기계과|항공전자과|항공정비과
웹 프로그래밍 실무,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|항공 전기전자 정비 기능사,데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|펌웨어 개발자|항공기 정비 기술자|항공전자정비사,드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|컴퓨터전자과|항공기계과|항공전자과|항공정비과
로봇 제작,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|항공 전기전자 정비 기능사,데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|펌웨어 개발자|항공기 정비 기술자|항공전자정비사,드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|컴퓨터전자과|항공기계과|항공전자과|항공정비과
임베디드 기초,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|항공 전기전자 정비 기능사|전자기능사|정보통신기능사(현 통신선로기능사),네트워크 설치 기술자|데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|정보통신 기술자|펌웨어 개발자|항공기 정비 기술자|항공전자정비사,네트워크과|드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|정보통신공학과|컴퓨터전자과|항공기계과|항공전자과|항공정비과
기계 요소 설계,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|항공 전기전자 정비 기능사|전자기능사|정보통신기능사(현 통신선로기능사),네트워크 설치 기술자|데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|정보통신 기술자|펌웨어 개발자|항공기 정비 기술자|항공전자정비사,네트워크과|드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|정보통신공학과|컴퓨터전자과|항공기계과|항공전자과|항공정비과
소형 무인기 정비,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|항공 전기전자 정비 기능사|전자기능사|정보통신기능사(현 통신선로기능사),네트워크 설치 기술자|데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|정보통신 기술자|펌웨어 개발자|항공기 정비 기술자|항공전자정비사,네트워크과|드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|정보통신공학과|컴퓨터전자과|항공기계과|항공전자과|항공정비과
빅데이터 엑셀,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|항공 전기전자 정비 기능사|전자기능사|정보통신기능사(현 통신선로기능사),네트워크 설치 기술자|데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|정보통신 기술자|펌웨어 개발자|항공기 정비 기술자|항공전자정비사,네트워크과|드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|정보통신공학과|컴퓨터전자과|항공기계과|항공전자과|항공정비과
항공기 전기·전자 장비 제작,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|항공 전기전자 정비 기능사|전자기능사|정보통신기능사(현 통신선로기능사),네트워크 설치 기술자|데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|정보통신 기술자|펌웨어 개발자|항공기 정비 기술자|항공전자정비사,네트워크과|드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|정보통신공학과|컴퓨터전자과|항공기계과|항공전자과|항공정비과
통신·전자제품 제작 실무,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|항공 전기전자 정비 기능사|전자기능사|정보통신기능사(현 통신선로기능사),네트워크 설치 기술자|데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|정보통신 기술자|펌웨어 개발자|항공기 정비 기술자|항공전자정비사,네트워크과|드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|정보통신공학과|컴퓨터전자과|항공기계과|항공전자과|항공정비과
항공우주 전자 기초,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|항공 전기전자 정비 기능사|전자기능사|정보통신기능사(현 통신선로기능사),네트워크 설치 기술자|데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|정보통신 기술자|펌웨어 개발자|항공기 정비 기술자|항공전자정비사,네트워크과|드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|정보통신공학과|컴퓨터전자과|항공기계과|항공전자과|항공정비과
웹 프로그래밍 실무,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|항공 전기전자 정비 기능사|전자기능사|정보통신기능사(현 통신선로기능사),네트워크 설치 기술자|데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|정보통신 기술자|펌웨어 개발자|항공기 정비 기술자|항공전자정비사,네트워크과|드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|정보통신공학과|컴퓨터전자과|항공기계과|항공전자과|항공정비과
임베디드 기초,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|항공 전기전자 정비 기능사|전자기능사|정보통신기능사(현 통신선로기능사),네트워크 설치 기술자|데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|정보통신 기술자|펌웨어 개발자|항공기 정비 기술자|항공전자정비사,네트워크과|드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|정보통신공학과|컴퓨터전자과|항공기계과|항공전자과|항공정비과
기계 요소 설계,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|항공 전기전자 정비 기능사|전자기능사|정보통신기능사(현 통신선로기능사),네트워크 설치 기술자|데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|정보통신 기술자|펌웨어 개발자|항공기 정비 기술자|항공전자정비사,네트워크과|드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|정보통신공학과|컴퓨터전자과|항공기계과|항공전자과|항공정비과
소형 무인기 정비,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|항공 전기전자 정비 기능사|전자기능사|정보통신기능사(현 통신선로기능사),네트워크 설치 기술자|데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|정보통신 기술자|펌웨어 개발자|항공기 정비 기술자|항공전자정비사,네트워크과|드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|정보통신공학과|컴퓨터전자과|항공기계과|항공전자과|항공정비과
빅데이터 엑셀,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|항공 전기전자 정비 기능사|전자기능사|정보통신기능사(현 통신선로기능사),네트워크 설치 기술자|데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|정보통신 기술자|펌웨어 개발자|항공기 정비 기술자|항공전자정비사,네트워크과|드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|정보통신공학과|컴퓨터전자과|항공기계과|항공전자과|항공정비과
항공기 전기·전자 장비 제작,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|항공 전기전자 정비 기능사|전자기능사|정보통신기능사(현 통신선로기능사),네트워크 설치 기술자|데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|정보통신 기술자|펌웨어 개발자|항공기 정비 기술자|항공전자정비사,네트워크과|드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|정보통신공학과|컴퓨터전자과|항공기계과|항공전자과|항공정비과
통신·전자제품 제작 실무,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|항공 전기전자 정비 기능사|전자기능사|정보통신기능사(현 통신선로기능사),네트워크 설치 기술자|데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|정보통신 기술자|펌웨어 개발자|항공기 정비 기술자|항공전자정비사,네트워크과|드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|정보통신공학과|컴퓨터전자과|항공기계과|항공전자과|항공정비과
항공우주 전자 기초,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|항공 전기전자 정비 기능사|전자기능사|정보통신기능사(현 통신선로기능사),네트워크 설치 기술자|데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|정보통신 기술자|펌웨어 개발자|항공기 정비 기술자|항공전자정비사,네트워크과|드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|정보통신공학과|컴퓨터전자과|항공기계과|항공전자과|항공정비과
로봇 제작,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|항공 전기전자 정비 기능사|전자기능사|정보통신기능사(현 통신선로기능사),네트워크 설치 기술자|데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|정보통신 기술자|펌웨어 개발자|항공기 정비 기술자|항공전자정비사,네트워크과|드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|정보통신공학과|컴퓨터전자과|항공기계과|항공전자과|항공정비과
임베디드 기초,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|항공 전기전자 정비 기능사|전자기능사|정보통신기능사(현 통신선로기능사),네트워크 설치 기술자|데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|정보통신 기술자|펌웨어 개발자|항공기 정비 기술자|항공전자정비사,네트워크과|드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|정보통신공학과|컴퓨터전자과|항공기계과|항공전자과|항공정비과
기계 요소 설계,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|항공 전기전자 정비 기능사|전자기능사|정보통신기능사(현 통신선로기능사),네트워크 설치 기술자|데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|정보통신 기술자|펌웨어 개발자|항공기 정비 기술자|항공전자정비사,네트워크과|드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|정보통신공학과|컴퓨터전자과|항공기계과|항공전자과|항공정비과
소형 무인기 정비,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|항공 전기전자 정비 기능사|전자기능사|정보통신기능사(현 통신선로기능사),네트워크 설치 기술자|데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|정보통신 기술자|펌웨어 개발자|항공기 정비 기술자|항공전자정비사,네트워크과|드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|정보통신공학과|컴퓨터전자과|항공기계과|항공전자과|항공정비과
빅데이터 엑셀,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|항공 전기전자 정비 기능사|전자기능사|정보통신기능사(현 통신선로기능사),네트워크 설치 기술자|데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|정보통신 기술자|펌웨어 개발자|항공기 정비 기술자|항공전자정비사,네트워크과|드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|정보통신공학과|컴퓨터전자과|항공기계과|항공전자과|항공정비과
항공기 전기·전자 장비 제작,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|항공 전기전자 정비 기능사|전자기능사|정보통신기능사(현 통신선로기능사),네트워크 설치 기술자|데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|정보통신 기술자|펌웨어 개발자|항공기 정비 기술자|항공전자정비사,네트워크과|드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|정보통신공학과|컴퓨터전자과|항공기계과|항공전자과|항공정비과
통신·전자제품 제작 실무,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|항공 전기전자 정비 기능사|전자기능사|정보통신기능사(현 통신선로기능사),네트워크 설치 기술자|데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|정보통신 기술자|펌웨어 개발자|항공기 정비 기술자|항공전자정비사,네트워크과|드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|정보통신공학과|컴퓨터전자과|항공기계과|항공전자과|항공정비과
웹 프로그래밍 실무,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|항공 전기전자 정비 기능사|전자기능사|정보통신기능사(현 통신선로기능사),네트워크 설치 기술자|데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|정보통신 기술자|펌웨어 개발자|항공기 정비 기술자|항공전자정비사,네트워크과|드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|정보통신공학과|컴퓨터전자과|항공기계과|항공전자과|항공정비과
로봇 제작,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|항공 전기전자 정비 기능사|전자기능사|정보통신기능사(현 통신선로기능사),네트워크 설치 기술자|데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|정보통신 기술자|펌웨어 개발자|항공기 정비 기술자|항공전자정비사,네트워크과|드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|정보통신공학과|컴퓨터전자과|항공기계과|항공전자과|항공정비과
임베디드 기초,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|전자기능사|정보통신기능사(현 통신선로기능사),네트워크 설치 기술자|데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|정보통신 기술자|펌웨어 개발자,네트워크과|드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|정보통신공학과|컴퓨터전자과|항공기계과
기계 요소 설계,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|전자기능사|정보통신기능사(현 통신선로기능사),네트워크 설치 기술자|데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|정보통신 기술자|펌웨어 개발자,네트워크과|드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|정보통신공학과|컴퓨터전자과|항공기계과
소형 무인기 정비,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|전자기능사|정보통신기능사(현 통신선로기능사),네트워크 설치 기술자|데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|정보통신 기술자|펌웨어 개발자,네트워크과|드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|정보통신공학과|컴퓨터전자과|항공기계과
빅데이터 엑셀,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|전자기능사|정보통신기능사(현 통신선로기능사),네트워크 설치 기술자|데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|정보통신 기술자|펌웨어 개발자,네트워크과|드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|정보통신공학과|컴퓨터전자과|항공기계과
스마트기기 설계·개발,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|전자기능사|정보통신기능사(현 통신선로기능사),네트워크 설치 기술자|데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|정보통신 기술자|펌웨어 개발자,네트워크과|드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|정보통신공학과|컴퓨터전자과|항공기계과
통신·전자제품 제작 실무,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|전자기능사|정보통신기능사(현 통신선로기능사),네트워크 설치 기술자|데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|정보통신 기술자|펌웨어 개발자,네트워크과|드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|정보통신공학과|컴퓨터전자과|항공기계과
항공우주 전자 기초,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|전자기능사|정보통신기능사(현 통신선로기능사),네트워크 설치 기술자|데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|정보통신 기술자|펌웨어 개발자,네트워크과|드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|정보통신공학과|컴퓨터전자과|항공기계과
웹 프로그래밍 실무,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|전자기능사|정보통신기능사(현 통신선로기능사),네트워크 설치 기술자|데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|정보통신 기술자|펌웨어 개발자,네트워크과|드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|정보통신공학과|컴퓨터전자과|항공기계과
임베디드 기초,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|전자기능사|정보통신기능사(현 통신선로기능사),네트워크 설치 기술자|데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|정보통신 기술자|펌웨어 개발자,네트워크과|드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|정보통신공학과|컴퓨터전자과|항공기계과
기계 요소 설계,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|전자기능사|정보통신기능사(현 통신선로기능사),네트워크 설치 기술자|데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|정보통신 기술자|펌웨어 개발자,네트워크과|드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|정보통신공학과|컴퓨터전자과|항공기계과
소형 무인기 정비,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|전자기능사|정보통신기능사(현 통신선로기능사),네트워크 설치 기술자|데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|정보통신 기술자|펌웨어 개발자,네트워크과|드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|정보통신공학과|컴퓨터전자과|항공기계과
빅데이터 엑셀,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|전자기능사|정보통신기능사(현 통신선로기능사),네트워크 설치 기술자|데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|정보통신 기술자|펌웨어 개발자,네트워크과|드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|정보통신공학과|컴퓨터전자과|항공기계과
스마트기기 설계·개발,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|전자기능사|정보통신기능사(현 통신선로기능사),네트워크 설치 기술자|데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|정보통신 기술자|펌웨어 개발자,네트워크과|드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|정보통신공학과|컴퓨터전자과|항공기계과
통신·전자제품 제작 실무,초경량비행장치조종자|컴퓨터 활용 능력|워드프로세서|임비데드기능사(현 전자계산기기능사)|전자기능사|전자기능사|정보통신기능사(현 통신선로기능사),네트워크 설치 기술자|데이터 입력 및 관리 직무|드론 정비 및 운용 기술자|무인항공기 조종 및 정비사|사무 자동화 전문가|임베디드 시스템 개발자|전자부품 조립 및 유지보수 기술자|정보통신 기술자|펌웨어 개발자,네트워크과|드론공학과|사무정보과|임베디드시스템과|전자기기과|정보처리학과|정보통신공학과|컴퓨터전자과|항공기계과
